"Показник","Територіальний розріз","Категорія розрізу","Розріз","Кількість працівників","Вид економічної діяльності","Періодичність","Одиниця виміру","Масштабування","Кількість десяткових знаків","Конфіденційність","Примітки часового ряду","Примітки спостереження","2018","2019","2020","2021","2022","2023","2024"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Вебсайти чи вебдодатки, які використовуються декількома підприємствами","Усього","Текстильне виробництво, виробництво одягу, шкіри, виробів зі шкіри та інших матеріалів","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","2.3","2.3","3.7","3.2","4.9"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Власний вебсайт чи вебдодатки","Усього","Виробництво гумових і пластмасових виробів, іншої неметалевої мінеральної продукції","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","4.3","1.9","4.4","3.2","4.7"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Власний вебсайт чи вебдодатки","Усього","Виробництво комп'ютерів, електронної та оптичної продукції","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","3.3","1.1","5.5","5.3","1.9"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Вебсайти чи вебдодатки, які використовуються декількома підприємствами","Усього","Машинобудування; виробництво меблів, іншої продукції, ремонт і монтаж машин і устаткування","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","2.8","2.3","3.1","2.7","2.5"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Вебсайти чи вебдодатки, які використовуються декількома підприємствами","Усього","Наукові дослідження та розробки","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","3.6","3.6","1.4","2.1","4.0"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Власний вебсайт чи вебдодатки","Усього","Інформаційно-комунікаційні технології (ІКТ) – усього","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","8.6","9.8","10.7","10.4","11.4"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Власний вебсайт чи вебдодатки","Кількість зайнятих працівників від 50 до 249 осіб","Усього","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","6.0","3.6","5.1","5.9","8.5"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Вебсайти чи вебдодатки, які використовуються декількома підприємствами","Усього","Інформаційно-комунікаційні технології (ІКТ) – усього","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","6.1","4.5","6.7","2.3","2.5"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Країни Європейського Союзу","Усього","Виробництво меблів, іншої продукції; ремонт і монтаж машин і устатковання","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","0.3","0.6","0.9","0.5"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Власний вебсайт чи вебдодатки","Усього","Оптова торгівля, крім торгівлі автотранспортними засобами та мотоциклами","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","4.0","6.6","7.1","7.4","9.5"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Країни Європейського Союзу","Усього","Виробництво коксу та продуктів нафтоперероблення; виробництво хімічних речовин і хімічної продукції; виробництво основних фармацевтичних продуктів і фармацевтичних препаратів; виробництво гумових і пластмасових виробів; виробництво іншої неметалевої мінеральної продукції","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","0.6","0.7","0.3","0.3"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Вебсайти чи вебдодатки, які використовуються декількома підприємствами","Усього","Оптова та роздрібна торгівля; ремонт автотранспортних засобів і мотоциклів","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","3.8","3.3","4.2","4.5","6.1"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Власний вебсайт чи вебдодатки","Усього","Операції з нерухомим майном","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","0.7","1.1","1.0","1.2","1.4"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Країни Європейського Союзу","Усього","Машинобудування; виробництво меблів, іншої продукції, ремонт і монтаж машин і устаткування","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","0.6","0.8","1.2","0.7"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Країни Європейського Союзу","Усього","Діяльність туристичних агентств, туристичних операторів, надання інших послуг із бронювання та пов'язана з цим діяльність","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","8.3","15.1","19.2","30.9"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Країни Європейського Союзу","Усього","Виробництво комп'ютерів, електронної та оптичної продукції","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","","","1.8","1.8","1.9"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Вебсайти чи вебдодатки, які використовуються декількома підприємствами","Усього","Виробництво коксу та продуктів нафтоперероблення; виробництво хімічних речовин і хімічної продукції; виробництво основних фармацевтичних продуктів і фармацевтичних препаратів; виробництво гумових і пластмасових виробів; виробництво іншої неметалевої мінеральної продукції","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","2.5","2.2","3.5","1.9","3.0"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Власний вебсайт чи вебдодатки","Усього","Постачання електроенергії, газу, пари та кондиційованого повітря","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","1.5","0.6","1.1","1.2","1.3"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Вебсайти чи вебдодатки, які використовуються декількома підприємствами","Усього","Постачання електроенергії, газу, пари та кондиційованого повітря; водопостачання; каналізація, поводження з відходами","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","0.4","0.2","0.7","0.2","0.5"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Місце розташування клієнтів","Країни Європейського Союзу","Усього","Водопостачання; каналізація, поводження з відходами","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Явищ не було./Not observed.","","","","","","",""
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Власний вебсайт чи вебдодатки","Усього","Транспорт, складське господарство, поштова та кур'єрська діяльність","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","2.6","2.2","3.5","3.0","3.5"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Власний вебсайт чи вебдодатки","Усього","Металургійне виробництво, виробництво готових металевих виробів, крім машин і устатковання","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","3.9","3.2","4.2","4.9","4.4"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Власний вебсайт чи вебдодатки","Усього","Виготовлення виробів з деревини, паперу та  поліграфічна діяльність","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","4.1","3.3","4.9","5.0","5.0"
"Частка кількості підприємств, які здійснювали електронну торгівлю, у загальній кількості підприємств","Україна","Тип електронної комерції","Власний вебсайт чи вебдодатки","Усього","Виробництво меблів, іншої продукції; ремонт і монтаж машин і устатковання","Річна","Відсоток","Одиниці","Один","","1. Дані наведено без урахування тимчасово окупованої території Автономної Республіки Крим, м. Севастополя та частини тимчасово окупованих територій у Донецькій та Луганській областях, з 2022 року – без урахування тимчасово окупованих російською федерацією територій та частини територій, на яких ведуться (велися) бойові дії./Data exclude the temporarily occupied territory of the Autonomous Republic of Crimea, the city of Sevastopol and a part of temporarily occupied territories in the Donetsk and Luhansk regions, data from 2022 exclude the territories which are temporarily occupied by the russian federation and part of territories where the military actions are/were conducted.","1. Інформація сформована на основі фактично поданих підприємствами звітів та проведених дооцінок показників./The information has been compiled on the basis of reports actually submitted by enterprises and additional estimates of indicators.","","","2.9","2.6","3.6","4.8","4.8"
